Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
AXACTOR,NO0010840515,ACR,Oslo Børs,NOK,6.13,6.44,6.125,6.245,20/05/2022 16:25,CET,948525,5964797.93
AXWAY SOFTWARE,FR0011040500,AXW,Euronext Paris,EUR,16.60,17.00,16.60,16.90,20/05/2022 17:35,CET,2488,41945.45
AYFIE GROUP,NO0010793243,AYFIE,Euronext Growth Oslo,NOK,0.76,0.76,0.74,0.74,20/05/2022 10:11,CET,28000,21220.00
AZ LEASING,IT0004812258,MLAZL,Euronext Access Paris,EUR,0.57,0.57,0.57,0.57,10/11/2020 16:30,CET,303,172.71
AZELIS GROUP,BE0974400328,AZE,Euronext Brussels,EUR,23.46,23.68,22.54,23.10,20/05/2022 17:36,CET,71283,1655415.82
AZERION,NL00150006Z9,AZRN,Euronext Amsterdam,EUR,8.34,8.56,8.00,8.50,20/05/2022 15:36,CET,1363,11289.18
AZERION WARRANTS,NL00150007A0,AZRNW,Euronext Amsterdam,EUR,0.50,0.50,0.50,0.50,20/05/2022 15:36,CET,9010,4505.00
AZOREAN TECH,PTAZR0AM0006,MLAAT,Euronext Access Paris,EUR,0.276,0.276,0.276,0.276,16/05/2022 11:30,CET,10,2.76
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,5.60,5.70,5.55,5.60,20/05/2022 17:35,CET,99551,558835.97
B.COM.PORTUGUES,PTBCP0AM0015,BCP,Euronext Lisbon,EUR,0.1769,0.1819,0.1701,0.1715,20/05/2022 21:36,BST,189609780,33355194.63
B2HOLDING,NO0010633951,B2H,Oslo Børs,NOK,8.50,8.72,8.47,8.65,20/05/2022 16:25,CET,608950,5233969.56
BAIKOWSKI,FR0013384369,ALBKK,Euronext Growth Paris,EUR,24.30,24.30,23.10,24.20,20/05/2022 17:20,CET,1456,35242.00
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,81.80,86.00,80.00,86.00,20/05/2022 17:37,CET,9659,811526.60
BAKKAFROST,FO0000000179,BAKKA,Oslo Børs,NOK,602.00,619.00,600.00,615.00,20/05/2022 16:25,CET,58003,35505736.50
BALTA GROUP,BE0974314461,BALTA,Euronext Brussels,EUR,2.80,2.81,2.76,2.79,20/05/2022 16:52,CET,6390,17854.90
BALTIC SEA PROP,NO0010810476,BALT,Euronext Growth Oslo,NOK,46.40,46.40,46.40,46.40,19/05/2022 15:37,CET,388,18003.20
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,0.905,0.95,0.905,0.94,20/05/2022 17:35,CET,90171,83206.12
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,2.564,2.614,2.548,2.56,20/05/2022 17:35,CET,685939,1774691.81
BANCO BILBAO VIZC.,ES0113211835,BBV,Traded not listed Brussels,EUR,4.77,4.77,4.77,4.77,20/05/2022 17:29,CET,17,81.09
BANCO SANTANDER,ES0113900J37,SANTA,Traded not listed Brussels,EUR,2.801,2.801,2.75,2.75,20/05/2022 16:47,CET,6871,19073.07
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,4.46,4.48,4.40,4.40,20/05/2022 16:01,CET,2651,11725.34
BANK OF IR NC PREF,IE0000730790,DD7E,Euronext Dublin,EUR,21.00,-,-,21.00,11/03/2020 21:18,IST,-,-
BANK OF IR NCP STF,IE0000730808,DD7D,Euronext Dublin,EUR,17.00,-,-,17.00,11/09/2019 14:39,IST,-,-
BANK OF IRELAND GP,IE00BD1RP616,BIRG,Euronext Dublin,EUR,5.718,5.88,5.686,5.864,20/05/2022 21:00,IST,3175322,18503044.11
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,9.25,9.25,9.25,9.25,17/05/2022 16:30,CET,10,92.50
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,21.08,21.56,21.04,21.12,20/05/2022 17:35,CET,63393,1350283.42
BARINGS CORE SPAIN,ES0105362000,MLBAR,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-
BARRAMUNDI GROUP,SGXZ33675836,BARRA,Euronext Growth Oslo,NOK,9.00,9.00,9.00,9.00,18/05/2022 15:26,CET,1021,9189.00
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,37.54,38.56,37.36,38.36,20/05/2022 17:35,CET,164536,6449814.10
BASILIX CERT,BE0003674851,BAS,Euronext Brussels,EUR,11.52,11.52,11.52,11.52,13/05/2022 11:30,CET,4,46.08
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,65.00,67.00,64.60,66.00,20/05/2022 17:28,CET,1286,83766.00
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,35.90,36.50,35.65,35.95,20/05/2022 17:35,CET,2462,88669.05
BATLA MINERALS,FR0010436170,MLBAT,Euronext Access Paris,EUR,0.65,0.65,0.65,0.65,17/05/2022 11:30,CET,1000,650.00
BD MULTI MEDIA,FR0000035305,ALBDM,Euronext Growth Paris,EUR,4.43,4.43,4.095,4.16,20/05/2022 17:35,CET,1038,4361.79
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,52.70,54.94,52.40,53.24,20/05/2022 17:35,CET,1431147,83571314.58
BEACONSMIND,CH0451123589,MLBMD,Euronext Access Paris,EUR,12.00,12.00,12.00,12.00,20/05/2022 16:30,CET,1000,12000.00
BEAULIEU-AV. CERT,BE0003661726,BEAB,Euronext Brussels,EUR,5.90,5.90,5.90,5.90,20/05/2022 16:30,CET,158,932.20
BEBO HEALTH,CH1148983609,MLBBO,Euronext Access Paris,EUR,8.80,10.70,8.80,10.70,20/05/2022 16:30,CET,215,1996.50
BEFIMMO,BE0003678894,BEFB,Euronext Brussels,EUR,47.00,47.05,46.80,46.80,20/05/2022 17:35,CET,85180,3990147.35
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,36.18,36.64,35.50,35.58,20/05/2022 17:35,CET,59977,2169703.42
BELIEVE,FR0014003FE9,BLV,Euronext Paris,EUR,9.90,10.09,9.75,9.91,20/05/2022 17:35,CET,14439,144141.78
BELRECA,BE0020575115,BELR,Euronext Brussels,EUR,6.25,6.25,6.25,6.25,19/05/2022 11:30,CET,33,206.25
BELSHIPS,NO0003094104,BELCO,Oslo Børs,NOK,25.70,26.50,25.70,26.15,20/05/2022 16:25,CET,489255,12821805.20
BELUGA,BE0003723377,BELU,Euronext Brussels,EUR,2.80,2.80,2.80,2.80,04/05/2022 16:30,CET,1,2.80
BEM INVEST,BE0046318490,-,Euronext Expert Market,EUR,14.00,14.00,14.00,14.00,21/02/2017 11:30,CET,5,70.00
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,11.62,11.88,11.40,11.46,20/05/2022 17:35,CET,74140,856066.42
BENEVOLENTAI,LU2355630455,BAI,Euronext Amsterdam,EUR,9.25,9.25,9.25,9.25,20/05/2022 17:35,CET,6399,59190.75
BENEVOLENTAI W,LU2355630968,BAIW,Euronext Amsterdam,EUR,0.37,0.37,0.37,0.37,09/05/2022 14:34,CET,29815,11031.55
BENFICA,PTSLB0AM0010,SLBEN,Euronext Lisbon,EUR,3.59,3.59,3.39,3.41,20/05/2022 20:37,BST,3361,11443.52
BERGEN CARBON SOL,NO0010950249,BCS,Euronext Growth Oslo,NOK,37.50,39.15,35.05,36.75,20/05/2022 16:25,CET,236854,8848279.30
BERGENBIO,NO0010650013,BGBIO,Oslo Børs,NOK,16.70,17.01,16.23,16.63,20/05/2022 16:25,CET,112311,1860943.51
BERNARD LOISEAU,FR0000066961,ALDBL,Euronext Growth Paris,EUR,3.20,3.20,3.20,3.20,20/05/2022 16:30,CET,30,96.00
BETER BED,NL0000339703,BBED,Euronext Amsterdam,EUR,4.755,4.805,4.71,4.725,20/05/2022 17:35,CET,9437,44892.35
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,3.60,3.60,3.60,3.60,06/05/2022 11:30,CET,100,360.00
BEWI,NO0010890965,BEWI,Oslo Børs,NOK,72.80,78.10,71.50,72.00,20/05/2022 16:25,CET,411696,30533250.00
BGL BNP PARIBAS,LU0097891112,-,Euronext Expert Market,EUR,89.00,89.00,89.00,89.00,22/03/2022 11:30,CET,50,4450.00
BHA,BE0032095854,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-
BIC,FR0000120966,BB,Euronext Paris,EUR,56.45,56.70,55.60,56.05,20/05/2022 17:39,CET,33710,1895091.05
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,15.76,16.20,15.64,15.90,20/05/2022 17:35,CET,34783,556449.48
BIL,LU0006040975,-,Euronext Expert Market,EUR,386.10,386.10,386.10,386.10,04/04/2017 11:30,CET,1,386.10
BILENDI,FR0004174233,ALBLD,Euronext Growth Paris,EUR,27.30,27.30,26.70,27.30,20/05/2022 17:35,CET,3332,89870.20
BIO-UV GROUP,FR0013345493,ALTUV,Euronext Growth Paris,EUR,4.43,4.495,4.43,4.495,20/05/2022 17:15,CET,4766,21205.89
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,1.91,2.00,1.91,1.96,20/05/2022 17:35,CET,68243,134242.06
BIOCORP,FR0012788065,ALCOR,Euronext Growth Paris,EUR,32.20,32.30,31.90,32.00,20/05/2022 15:05,CET,266,8522.90
BIOFISH HOLDING,NO0010955198,BFISH,Euronext Growth Oslo,NOK,14.40,14.45,14.40,14.45,20/05/2022 11:30,CET,5000,72050.00
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,90.08,92.96,90.04,91.46,20/05/2022 17:35,CET,97160,8909149.42
BIOPHYTIS,FR0012816825,ALBPS,Euronext Growth Paris,EUR,0.14,0.1517,0.1306,0.135,20/05/2022 17:35,CET,1816903,253476.49
BIOPHYTIS BSA,FR0013507290,BPSBS,Euronext Growth Paris,EUR,0.05,0.072,0.05,0.072,20/05/2022 17:08,CET,10450,742.50
BIOSYNEX,FR0011005933,ALBIO,Euronext Growth Paris,EUR,17.00,17.56,16.85,17.30,20/05/2022 17:35,CET,32227,555213.58
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,7.08,7.18,7.08,7.18,20/05/2022 14:27,CET,1567,11177.78
BIP INV. PARTNERS,LU0110790085,-,Euronext Expert Market,EUR,9.00,9.00,9.00,9.00,15/03/2022 11:30,CET,173,1557.00
BLACK SEA PROPERTY,NO0010755101,BSP,Euronext Growth Oslo,NOK,1.31,1.47,1.31,1.42,20/05/2022 16:25,CET,58935,81286.14
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,220.00,220.00,218.00,218.00,20/05/2022 16:30,CET,251,54874.00
BLUE SHARK POWER,FR0013340973,MLBSP,Euronext Access Paris,EUR,3.78,3.78,3.78,3.78,25/08/2021 16:30,CET,2000,7560.00
BLUELINEA,FR0011041011,ALBLU,Euronext Growth Paris,EUR,2.26,2.26,2.20,2.26,20/05/2022 10:12,CET,831,1836.18
BLUELINEA BSA Y,FR0013480985,BLUBT,Euronext Growth Paris,EUR,0.035,0.035,0.035,0.035,12/04/2022 09:00,CET,30,1.05
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,53.97,54.17,53.14,53.71,20/05/2022 17:35,CET,6324704,327529209.72
BNP PARIBAS FORTIS,BE0172505399,-,Euronext Expert Market,EUR,36.60,36.60,36.60,36.60,10/05/2022 11:30,CET,45,1647.00
BOA CONCEPT,FR0011365907,ALBOA,Euronext Growth Paris,EUR,32.90,33.00,32.90,33.00,20/05/2022 15:22,CET,13,428.90
BODY ONE,FR0010106039,MLONE,Euronext Access Paris,EUR,0.298,0.298,0.298,0.298,20/05/2022 11:30,CET,47,14.01
BOEING COMPANY,US0970231058,BOEI,Traded not listed Brussels,USD,135.00,135.00,135.00,135.00,02/05/2022 09:00,CET,5,675.00
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,40.65,41.70,40.45,41.45,20/05/2022 17:38,CET,3700,152417.65
BOIS DU LUC,BE0156880313,-,Euronext Expert Market,EUR,20.75,20.75,20.75,20.75,18/08/2015 11:30,CET,410,8507.50
BOIS DU LUC 10E,BE0156881329,-,Euronext Expert Market,EUR,2.77,2.77,2.77,2.77,25/08/2015 11:30,CET,3,8.31
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,4.772,4.85,4.758,4.824,20/05/2022 17:35,CET,3043627,14665516.32
BOLLORE NV22,FR0014009353,BOLNV,Euronext Paris,EUR,4.70,4.70,4.70,4.70,20/05/2022 16:30,CET,6500,30550.00
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,15.70,15.90,15.64,15.80,20/05/2022 17:35,CET,9869,155500.32
BONE THERAPEUTICS,BE0974280126,BOTHE,Euronext Brussels, Paris,EUR,0.311,0.315,0.2995,0.308,20/05/2022 17:35,CET,91548,27967.35
BONHEUR,NO0003110603,BONHR,Oslo Børs,NOK,375.00,377.50,368.50,377.00,20/05/2022 16:25,CET,32644,12226673.00
BONYF,BE6333353298,MLBON,Euronext Access Paris,EUR,12.00,12.00,12.00,12.00,08/04/2022 16:30,CET,100,1200.00
BOOSTHEAT,FR0011814938,ALBOO,Euronext Growth Paris,EUR,0.419,0.421,0.418,0.421,20/05/2022 17:27,CET,10172,4262.91
BORGESTAD,NO0003111700,BOR,Oslo Børs,NOK,2.20,2.20,2.14,2.14,20/05/2022 14:46,CET,160732,346631.48
BORR DRILLING,BMG1466R1732,BORR,Oslo Børs,NOK,52.90,54.20,49.04,49.30,20/05/2022 16:27,CET,1425803,72587587.47
BORREGAARD,NO0010657505,BRG,Oslo Børs,NOK,182.00,184.20,180.00,180.00,20/05/2022 16:25,CET,61785,11183314.00
BOSKALIS WESTMIN,NL0000852580,BOKA,Euronext Amsterdam,EUR,32.70,32.80,32.48,32.50,20/05/2022 17:39,CET,200035,6516457.38
BOUFFIOULX-St-NICO,BE0014799556,-,Euronext Expert Market,EUR,43.00,43.00,43.00,43.00,15/02/2022 11:30,CET,6,258.00
BOURRELIER GROUP,FR0000054421,ALBOU,Euronext Growth Paris,EUR,41.00,41.00,41.00,41.00,11/05/2022 11:30,CET,2,82.00
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,3.26,3.29,3.17,3.24,20/05/2022 16:49,CET,3707,11870.80
BOUSSARD GAVAUDAN,GG00B1FQG453,BGHL,Euronext Amsterdam,EUR,23.00,23.00,23.00,23.00,20/05/2022 16:07,CET,1111,25553.00
BOUSSARD GHL GBP,GG00B39VMM07,BGHS,Euronext Amsterdam,GBP,10.00,10.00,10.00,10.00,21/12/2010 11:50,CET,188,1880.00
BOUVET,NO0010360266,BOUV,Oslo Børs,NOK,64.90,64.90,62.50,62.80,20/05/2022 16:25,CET,87732,5516255.00
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,31.92,32.09,31.66,31.80,20/05/2022 17:35,CET,956986,30720514.33
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,5.59,5.73,5.59,5.66,20/05/2022 17:35,CET,228548,1301433.41
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,1670.00,1670.00,1635.00,1650.00,20/05/2022 16:47,CET,147,242260.00
BRABANK,NO0010167331,BRA,Euronext Growth Oslo,NOK,10.80,11.00,10.20,10.30,20/05/2022 13:20,CET,23525,246363.25
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,114.00,114.00,110.60,112.20,20/05/2022 17:35,CET,7444,837717.20
BRIGADE M3 SHA,KYG137071075,BACE,Euronext Amsterdam,USD,9.66,9.80,9.66,9.80,01/03/2022 15:08,CET,29000,280189.56
BRIGADE M3 UNITS,KYG137071158,BACEU,Euronext Amsterdam,USD,9.83,9.83,9.83,9.83,04/03/2022 10:42,CET,20000,196600.00
BRIGADE M3 WARR,KYG137071232,BACEW,Euronext Amsterdam,USD,-,-,-,-,-,CET,-,-
BRILL KON,NL0000442523,BRILL,Euronext Amsterdam,EUR,24.80,24.80,23.80,23.80,20/05/2022 17:15,CET,405,9922.00
BROUX-KIGGEN,BE6326475389,-,Euronext Expert Market,EUR,85.00,85.00,85.00,85.00,15/06/2021 11:30,CET,395,33575.00
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,10.64,10.76,10.50,10.70,20/05/2022 17:35,CET,144401,1363697.28
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,26.25,26.82,26.14,26.45,20/05/2022 17:35,CET,637908,16891441.35
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,518.00,524.00,514.00,520.00,20/05/2022 17:35,CET,620,322400.00
BW ENERGY LIMITED,BMG0702P1086,BWE,Oslo Børs,NOK,28.22,29.18,28.22,28.94,20/05/2022 16:25,CET,233176,6739366.52
BW Epic Kosan,SGXZ80461361,BWEK,Euronext Growth Oslo,NOK,21.00,21.00,21.00,21.00,20/05/2022 10:01,CET,1000,21000.00
BW IDEOL,NO0010947385,BWIDL,Euronext Growth Oslo,NOK,17.50,17.70,17.20,17.20,20/05/2022 15:53,CET,43709,763207.50
BW LPG,BMG173841013,BWLPG,Oslo Børs,NOK,69.35,75.80,68.65,74.00,20/05/2022 16:25,CET,1171109,85144748.30
BW OFFSHORE LTD,BMG1738J1247,BWO,Oslo Børs,NOK,29.38,29.70,28.68,29.02,20/05/2022 16:28,CET,508301,14886972.26
BYGGMA,NO0003087603,BMA,Oslo Børs,NOK,28.25,29.20,28.25,29.00,20/05/2022 15:29,CET,14746,425987.10
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,73.01,73.01,73.00,73.01,20/05/2022 17:14,CET,185,13506.35
CABASSE GROUP,FR0013530102,ALCG,Euronext Growth Paris,EUR,2.96,2.97,2.93,2.97,20/05/2022 14:44,CET,417,1232.29
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,7.56,7.56,7.54,7.54,20/05/2022 14:30,CET,330,2490.80
CABKA DSC2 TS,NL00150002R5,DSC2S,Euronext Amsterdam,EUR,-,-,-,-,-,CET,-,-
CABKA EUR 12W,NL00150000U3,DSCW2,Euronext Amsterdam,EUR,0.302,0.302,0.302,0.302,16/05/2022 09:17,CET,13,3.93
CABKA EUR 13W,NL00150000V1,DSCW3,Euronext Amsterdam,EUR,0.352,0.352,0.352,0.352,17/05/2022 12:27,CET,16,5.63
CADELER,DK0061412772,CADLR,Oslo Børs,NOK,32.00,32.24,31.50,31.68,20/05/2022 16:25,CET,176653,5617094.64
CAFOM,FR0010151589,CAFO,Euronext Paris,EUR,10.40,10.40,10.40,10.40,20/05/2022 09:00,CET,1,10.40
CAIRE,FR0010781377,MLAAE,Euronext Access Paris,EUR,6.20,6.20,6.20,6.20,17/05/2022 16:30,CET,39,241.80
CAIRN HOMES PLC,IE00BWY4ZF18,C5H,Euronext Dublin,EUR,1.026,1.064,1.026,1.034,20/05/2022 21:00,IST,549518,577764.52
CAMBI,NO0010078850,CAMBI,Euronext Growth Oslo,NOK,5.50,5.50,5.37,5.37,20/05/2022 16:19,CET,9859,54137.79
CAMBODGE NOM.,FR0000079659,CBDG,Euronext Paris,EUR,6100.00,6100.00,6100.00,6100.00,20/05/2022 11:30,CET,1,6100.00
CAMPINE,BE0003825420,CAMB,Euronext Brussels,EUR,47.00,47.00,47.00,47.00,20/05/2022 16:30,CET,84,3948.00
CANDELA INVEST,BE0974298300,CAND,Euronext Growth Brussels,EUR,3.64,3.64,3.64,3.64,20/05/2022 16:30,CET,10,36.40
CANOPY HOLDINGS,NO0010781560,CAN,Euronext Growth Oslo,NOK,1.095,1.20,1.095,1.20,20/05/2022 15:44,CET,53477,61791.95
CAPELLI,FR0012969095,ALCAP,Euronext Growth Paris,EUR,19.30,19.90,19.25,19.70,20/05/2022 17:29,CET,526,10302.80
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,179.00,182.35,177.95,180.75,20/05/2022 17:35,CET,309466,55562165.80
CARASENT,NO0010123060,CARA,Oslo Børs,NOK,20.80,21.55,20.25,21.30,20/05/2022 16:25,CET,47160,1003523.75
CARBIOS,FR0011648716,ALCRB,Euronext Growth Paris,EUR,33.96,34.12,33.10,33.76,20/05/2022 17:35,CET,11950,403671.54
CARBON TRANSITION,NO0010778095,CARBN,Euronext Expand Oslo,NOK,1.12,1.148,1.12,1.146,20/05/2022 15:54,CET,239020,270687.75
CARE PROPERTY INV.,BE0974273055,CPINV,Euronext Brussels,EUR,24.50,24.85,24.35,24.40,20/05/2022 17:35,CET,31132,765489.40
CARMAT,FR0010907956,ALCAR,Euronext Growth Paris,EUR,11.37,11.85,11.37,11.61,20/05/2022 17:35,CET,24122,281692.92
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,14.98,15.02,14.64,14.78,20/05/2022 17:35,CET,50213,746065.32
CARPINIENNE PART.,FR0000064156,CARP,Euronext Paris,EUR,21.80,21.80,21.80,21.80,10/05/2022 11:30,CET,4,87.20
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,19.395,19.485,18.75,19.105,20/05/2022 17:38,CET,5887797,112306932.83
CASINO GUICHARD,FR0000125585,CO,Euronext Paris,EUR,17.49,17.49,16.87,17.17,20/05/2022 17:35,CET,301067,5144264.25
CAST,FR0000072894,CAS,Euronext Paris,EUR,7.50,7.54,7.48,7.52,20/05/2022 17:35,CET,43428,326178.90
CATANA GROUP,FR0010193052,CATG,Euronext Paris,EUR,7.50,7.50,7.20,7.28,20/05/2022 17:35,CET,39975,293786.11
CATERING INTL SCES,FR0000064446,CTRG,Euronext Paris,EUR,9.60,9.62,9.60,9.60,20/05/2022 17:29,CET,450,4320.76
CATERPILLAR INC,US1491231015,CATR,Euronext Paris,EUR,200.00,200.00,200.00,200.00,17/05/2022 09:10,CET,99,19800.00
CBI,FR0014007LW0,ALCBI,Euronext Growth Paris,EUR,1.158,1.24,1.124,1.172,20/05/2022 17:35,CET,32460,38093.62
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.775,3.81,3.775,3.80,20/05/2022 17:35,CET,11972,45387.07
CBRE H2O,NL0012237614,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,24.60,24.75,23.90,24.50,20/05/2022 17:29,CET,5942,144785.25
CELLECTIS,FR0010425595,ALCLS,Euronext Growth Paris,EUR,3.682,3.824,3.528,3.54,20/05/2022 17:35,CET,311080,1134317.09
CELYAD ONCOLOGY,BE0974260896,CYAD,Euronext Brussels, Paris,EUR,1.64,1.902,1.64,1.82,20/05/2022 17:35,CET,90236,160878.76
CENERGY,BE0974303357,CENER,Euronext Brussels,EUR,3.38,3.50,3.28,3.28,20/05/2022 16:53,CET,4008,13529.03
CERINNOV GROUP,FR0013178712,ALPCV,Euronext Growth Paris,EUR,1.272,1.272,1.172,1.20,20/05/2022 17:28,CET,19991,24454.13
CESAR,FR0013297165,ALCES,Euronext Growth Paris,EUR,0.106,0.106,0.106,0.106,20/05/2022 17:12,CET,4037,427.92
CESYNT A SHARES,IT0005402034,MLCSA,Euronext Access Paris,EUR,1.80,1.80,1.80,1.80,01/04/2021 17:04,CET,190,342.00
CESYNT B SHARES,IT0005398877,MLCSB,Euronext Access Paris,EUR,1.80,1.80,1.80,1.80,15/12/2020 11:30,CET,100,180.00
CFE,BE0003883031,CFEB,Euronext Brussels,EUR,107.00,110.20,105.40,105.60,20/05/2022 17:35,CET,22097,2363909.40
CFI,FR0000037475,CFI,Euronext Paris,EUR,0.71,0.71,0.71,0.71,12/05/2022 11:30,CET,50,35.50
CFM INDOSUEZWEALTH,MC0010000826,MLCFM,Euronext Access Paris,EUR,935.00,935.00,935.00,935.00,20/05/2022 11:30,CET,9,8415.00
CGG,FR0013181864,CGG,Euronext Paris,EUR,0.973,0.9862,0.956,0.9594,20/05/2022 17:35,CET,6022426,5842046.30
CGG BSA 2,FR0013309622,CGGBT,Euronext Paris,EUR,0.0115,0.0115,0.0115,0.0115,20/05/2022 17:35,CET,55,0.63
CH.FER DEPARTEMENT,FR0000037871,MLCFD,Euronext Access Paris,EUR,730.00,730.00,730.00,730.00,19/05/2022 11:30,CET,7,5110.00
CH.FER VAR GARD N.,FR0000051567,MLCVG,Euronext Access Paris,EUR,7050.00,7050.00,7050.00,7050.00,20/05/2022 16:30,CET,1,7050.00
CHARB BONNIER,BE0010381029,-,Euronext Expert Market,EUR,94.50,94.50,94.50,94.50,08/09/2020 11:30,CET,19,1795.50
CHARGEURS,FR0000130692,CRI,Euronext Paris,EUR,18.00,18.10,17.74,17.81,20/05/2022 17:35,CET,10627,190490.18
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,4.94,4.94,4.94,4.94,11/05/2022 13:33,CET,39,192.66
CHEOPS TECHNOLOGY,FR0010447086,MLCHE,Euronext Access Paris,EUR,78.00,78.00,78.00,78.00,05/04/2022 11:36,CET,7,546.00
CHEVRON,US1667641005,CHTEX,Traded not listed Brussels,USD,168.00,168.00,168.00,168.00,20/05/2022 10:00,CET,6,1008.00
CHOICE,BE0974370026,MLTV,Euronext Access Brussels,EUR,1.75,1.75,1.75,1.75,20/05/2022 16:30,CET,992,1736.00
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,547.50,548.00,529.50,532.50,20/05/2022 17:35,CET,5624,3024615.00
CIBIX,BE0003706208,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-
CIBOX INTER A CTIV,FR0000054322,CIB,Euronext Paris,EUR,0.0739,0.0739,0.0705,0.0711,20/05/2022 17:12,CET,136141,9787.53
CIE BOIS SAUVAGE,BE0003592038,COMB,Euronext Brussels,EUR,337.00,344.00,337.00,339.00,20/05/2022 17:35,CET,324,110202.00
CIE DU MONT BLANC,FR0000060428,MLCMB,Euronext Access Paris,EUR,115.00,115.00,115.00,115.00,20/05/2022 11:30,CET,1,115.00
Cie HET ZOUTE,BE0027840017,-,Euronext Expert Market,EUR,5500.00,5500.00,5500.00,5500.00,29/03/2022 11:30,CET,1,5500.00
CIOA,FR0012384907,MLCIO,Euronext Access Paris,EUR,1.68,1.84,1.68,1.84,20/05/2022 16:30,CET,72,124.16
CIRCA GROUP,NO0010917594,CIRCA,Euronext Growth Oslo,NOK,8.19,8.35,8.01,8.20,20/05/2022 16:25,CET,268577,2214421.26
CISCO SYSTEM INC,US17275R1023,CIS,Traded not listed Brussels,USD,51.46,51.46,51.46,51.46,12/04/2022 12:02,CET,40,2058.40
CKV,BE0021556221,-,Euronext Expert Market,EUR,51.47,51.47,51.47,51.47,13/10/2015 11:30,CET,253,13021.91
CLARANOVA,FR0013426004,CLA,Euronext Paris,EUR,3.00,3.38,2.994,3.184,20/05/2022 17:35,CET,733988,2333049.62
CLASQUIN,FR0004152882,ALCLA,Euronext Growth Paris,EUR,59.80,60.00,59.60,59.60,20/05/2022 17:09,CET,1001,59856.60
CLEAN SEAS SEAFOOD,AU000000CSS3,CSS,Euronext Growth Oslo,NOK,4.10,4.10,4.10,4.10,20/05/2022 09:21,CET,968,3968.80
CLOUDBERRY CLEAN,NO0010876642,CLOUD,Oslo Børs,NOK,17.66,17.66,17.34,17.40,20/05/2022 16:25,CET,82904,1446232.62
CM.COM,NL0012747059,CMCOM,Euronext Amsterdam,EUR,14.95,15.12,14.46,14.63,20/05/2022 17:35,CET,77364,1149747.66
CMG CLEANTECH,FR0013406881,MLCMG,Euronext Access Paris,EUR,7.00,7.00,7.00,7.00,19/05/2022 11:30,CET,4,28.00
CNIM GROUP,FR0000053399,COM,Euronext Paris,EUR,7.80,7.80,7.32,7.46,14/01/2022 16:38,CET,164,1217.42
CNOVA,NL0010949392,CNV,Euronext Paris,EUR,5.12,5.30,5.12,5.30,20/05/2022 17:29,CET,130,671.00
